time,z500,t850,t2m,u10,v10
1979-01-15 12:00:00,57468.95,285.13416,292.15512,-8.85069,-8.945064
1979-01-15 18:00:00,57423.973,284.86453,293.28586,-8.903387,-7.60997
1979-01-16 00:00:00,57610.297,284.10242,294.52127,-9.195419,-5.407751
1979-01-16 06:00:00,57510.074,284.84872,295.29123,-8.868251,-2.861847
1979-01-16 12:00:00,57740.082,285.68842,295.7369,-7.8521037,-0.7978243
1979-01-16 18:00:00,57655.27,286.14398,295.9576,-6.5117555,0.22144759
1979-01-17 00:00:00,57782.484,286.44608,296.23312,-5.012044,0.27906033
1979-01-17 06:00:00,57636.0,286.91794,296.09305,-3.0062819,0.5563697
1979-01-17 12:00:00,57841.598,287.43442,296.27338,-2.0836985,1.013448
1979-01-17 18:00:00,57731.09,286.89273,295.91168,-2.0987947,-0.70082355
1979-01-18 00:00:00,57828.746,286.62518,295.5841,-3.5969982,-2.4517348
1979-01-18 06:00:00,57686.11,286.1753,294.83585,-5.2902718,-5.19026
1979-01-18 12:00:00,57803.043,286.5062,293.99588,-6.2406354,-6.8914375
1979-01-18 18:00:00,57680.973,286.13913,294.03024,-6.16758,-6.0054545
1979-01-19 00:00:00,57779.918,285.64456,295.3812,-6.3833776,-5.111563
1979-01-19 06:00:00,57573.03,285.6519,295.59787,-6.8637567,-3.9052362
1979-01-19 12:00:00,57732.37,285.52277,295.4396,-7.9911923,-2.4416978
1979-01-19 18:00:00,57591.02,285.26614,295.39804,-7.908522,-1.5939218
1979-01-20 00:00:00,57687.395,285.31284,295.48856,-7.664515,-2.0140796
1979-01-20 06:00:00,57556.33,285.647,295.9727,-6.865186,-0.8549437
1979-01-20 12:00:00,57686.113,285.3632,295.98376,-6.663013,-1.4748077
1979-01-20 18:00:00,57549.906,284.99045,295.64395,-7.7840858,-2.509384
1979-01-21 00:00:00,57705.39,285.1232,295.68277,-8.107041,-2.9891121
1979-01-21 06:00:00,57601.3,285.57187,295.7153,-8.0187,-3.121358
1979-01-21 12:00:00,57711.812,285.55362,295.34885,-8.525055,-3.574855
1979-01-21 18:00:00,57575.598,285.03226,295.15512,-8.652997,-4.4643693
1979-01-22 00:00:00,57693.816,285.28848,295.30527,-8.721291,-4.020166
1979-01-22 06:00:00,57555.043,285.41196,295.57187,-8.016227,-4.291984
1979-01-22 12:00:00,57682.26,285.69537,295.7382,-8.0870075,-3.6865654
1979-01-22 18:00:00,57555.043,285.51382,295.37534,-7.9427238,-4.751776
1979-01-23 00:00:00,57693.824,286.6958,295.4173,-7.786072,-5.057218
1979-01-23 06:00:00,57569.176,286.89032,295.5432,-7.0936236,-3.5109246
1979-01-23 12:00:00,57677.113,286.3304,295.44925,-6.552401,-4.802049
1979-01-23 18:00:00,57561.47,286.27884,295.0754,-6.9684215,-5.9057407
1979-01-24 00:00:00,57714.38,286.0494,295.51245,-6.8929334,-5.3763046
1979-01-24 06:00:00,57558.902,286.80136,295.56793,-6.4952064,-4.9567018
1979-01-24 12:00:00,57662.984,286.72424,295.16794,-4.9918265,-5.7861342
1979-01-24 18:00:00,57481.797,285.9727,295.09518,-4.311257,-6.0726776
1979-01-25 00:00:00,57570.465,285.5853,294.98178,-4.5119524,-6.924232
1979-01-25 06:00:00,57372.574,286.23212,294.98105,-5.3575406,-5.9803486
1979-01-25 12:00:00,57435.543,285.85776,295.18393,-5.2662444,-4.715439
1979-01-25 18:00:00,57220.95,285.54834,295.13483,-5.188811,-3.8496692
1979-01-26 00:00:00,57226.09,285.87888,295.41858,-5.1821084,-3.7709866
1979-01-26 06:00:00,56997.36,285.97348,295.83432,-4.9412923,-2.0717328
1979-01-26 12:00:00,57016.637,286.30682,296.0193,-5.170931,0.7596224
1979-01-26 18:00:00,56838.02,286.36734,295.49744,-3.2725995,0.9907639
1979-01-27 00:00:00,56963.95,286.4006,295.86172,-2.2170875,0.26299798
1979-01-27 06:00:00,56790.48,287.53836,296.41846,-1.6468972,1.1112698
1979-01-27 12:00:00,56894.56,288.53073,296.2396,-2.011701,2.238778
1979-01-27 18:00:00,56834.168,289.0846,295.8959,-1.6961495,4.060983
1979-01-28 00:00:00,56911.266,289.97665,296.12048,-1.3964213,5.7195334
1979-01-28 06:00:00,56723.66,290.33884,297.04483,1.4968,5.24309
1979-01-28 12:00:00,56904.844,289.92996,296.82144,-0.09296664,3.99187
1979-01-28 18:00:00,56795.613,289.94095,296.73386,-0.9312007,5.4509654
1979-01-29 00:00:00,56856.016,289.70218,296.93396,-0.83241874,5.0840797
1979-01-29 06:00:00,56688.957,289.6863,296.90167,-1.1353515,4.948829
1979-01-29 12:00:00,56793.047,289.47314,296.62482,-1.0707629,4.106044
1979-01-29 18:00:00,56683.83,288.0183,295.64856,-1.4705094,-0.6700838
1979-01-30 00:00:00,56768.637,287.8141,294.23093,-6.331472,-5.4765296
1979-01-30 06:00:00,56673.543,288.197,295.64,-5.3108544,0.6610045
1979-01-30 12:00:00,56844.45,288.10275,296.20187,-1.8624358,2.2575119
1979-01-30 18:00:00,56763.49,286.84647,291.69543,-4.1268907,-11.640481
1979-01-31 00:00:00,56890.707,285.5682,289.5298,-4.909637,-13.744019
1979-01-31 06:00:00,56845.73,283.5132,288.83902,-4.5480485,-12.778541
1979-01-31 12:00:00,56981.938,282.63376,288.60324,-4.133536,-11.430591
1979-01-31 18:00:00,56874.0,282.75516,288.3407,-5.681274,-9.840047
1979-02-01 00:00:00,57015.344,282.37595,288.3797,-5.362535,-7.22914
1979-02-01 06:00:00,56904.844,282.14166,289.657,-4.5906634,-6.4477983
1979-02-01 12:00:00,57093.73,280.8586,291.52185,-6.2746873,-5.5451374
1979-02-01 18:00:00,57017.918,280.4659,291.79126,-8.001037,-4.4969616
1979-02-02 00:00:00,57193.957,281.34256,292.67908,-9.424319,-0.4949002
1979-02-02 06:00:00,57134.848,282.97482,293.94376,-6.8928437,1.5713334
1979-02-02 12:00:00,57312.176,284.78897,294.72403,-6.8336806,1.8734881
1979-02-02 18:00:00,57188.824,284.23926,294.7212,-6.8658586,3.223059
1979-02-03 00:00:00,57395.703,284.8715,295.53525,-5.0684414,3.69129
1979-02-03 06:00:00,57287.766,285.6072,295.81268,-2.7597616,1.6439872
1979-02-03 12:00:00,57384.14,285.63242,295.53098,-3.486435,-2.247731
1979-02-03 18:00:00,57247.934,286.06522,294.70517,-5.245033,-5.859625
1979-02-04 00:00:00,57439.395,286.26825,294.6414,-7.4086685,-5.033216
1979-02-04 06:00:00,57334.02,286.3998,295.02493,-7.766763,-3.5114887
1979-02-04 12:00:00,57510.066,286.89316,294.87357,-6.8016076,-3.9469707
1979-02-04 18:00:00,57309.61,285.874,294.6636,-6.2420616,-4.68301
1979-02-05 00:00:00,57434.254,285.30838,294.25513,-6.95556,-6.04269
1979-02-05 06:00:00,57353.3,285.48822,293.8787,-6.723907,-6.2798
1979-02-05 12:00:00,57524.2,285.52112,293.4736,-5.5031304,-7.370361
1979-02-05 18:00:00,57405.984,285.58652,293.1777,-5.873113,-7.3881207
1979-02-06 00:00:00,57555.043,285.26044,293.86414,-6.4422793,-5.4020057
1979-02-06 06:00:00,57389.28,285.40054,294.69864,-6.313324,-4.0780854
1979-02-06 12:00:00,57477.95,286.48953,294.91565,-6.4330688,-2.8878174
1979-02-06 18:00:00,57350.73,285.3003,295.01614,-5.971335,-2.770264
1979-02-07 00:00:00,57449.67,285.0339,295.44714,-5.830982,-3.4336069
1979-02-07 06:00:00,57291.625,285.46307,295.65048,-5.9851756,-3.2505944
1979-02-07 12:00:00,57432.97,286.14114,295.49216,-6.394997,-2.1132958
1979-02-07 18:00:00,57328.887,286.20694,295.1427,-6.7790737,-2.5012157
1979-02-08 00:00:00,57395.707,286.06442,295.84335,-7.6402783,-1.5655141
1979-02-08 06:00:00,57281.34,286.7133,296.23288,-7.255461,-0.04681317
1979-02-08 12:00:00,57361.01,287.1473,296.0893,-6.72389,0.18761225
1979-02-08 18:00:00,57197.812,286.76486,295.82526,-6.3724656,-0.7287094
1979-02-09 00:00:00,57277.49,287.6427,296.1426,-6.21285,-0.35688448
1979-02-09 06:00:00,57148.99,288.6647,296.51007,-5.1256843,-0.009386952
1979-02-09 12:00:00,57281.34,288.85355,296.47888,-4.572579,-0.20143913
1979-02-09 18:00:00,57145.137,287.43362,296.24277,-3.8610637,-0.83252925
1979-02-10 00:00:00,57227.37,286.40067,296.5907,-2.1054695,-2.6493185
1979-02-10 06:00:00,57077.03,286.46158,296.24527,-3.677428,-3.8354979
1979-02-10 12:00:00,57237.656,288.32245,296.0665,-6.096277,0.58699805
1979-02-10 18:00:00,57187.535,287.93588,296.19098,-5.016287,0.96236306
1979-02-11 00:00:00,57313.47,287.95538,296.3518,-4.656683,0.8350673
1979-02-11 06:00:00,57190.105,289.2722,296.27478,-5.6314797,-0.25251976
1979-02-11 12:00:00,57296.76,289.84592,296.07687,-6.585039,-0.13013904
1979-02-11 18:00:00,57146.418,287.42636,295.98553,-6.652352,0.7236209
1979-02-12 00:00:00,57215.81,287.4076,296.4095,-6.3978953,1.787734
1979-02-12 06:00:00,57046.19,287.20908,296.62735,-4.4438367,0.4561905
1979-02-12 12:00:00,57122.0,287.95377,296.13205,-5.912167,-0.5133733
1979-02-12 18:00:00,56945.957,288.68625,296.04813,-6.0165906,3.0487688
1979-02-13 00:00:00,57011.49,288.23877,296.4861,-3.6204946,3.949771
1979-02-13 06:00:00,56899.7,288.45074,296.6606,-1.7020885,1.9721044
1979-02-13 12:00:00,57030.77,288.6002,296.20663,-3.4394147,0.3176657
1979-02-13 18:00:00,56916.406,289.78867,295.99207,-3.8063867,1.7986349
1979-02-14 00:00:00,57062.895,288.10117,296.10355,-3.612149,-1.8039974
1979-02-14 06:00:00,56967.8,286.89197,296.24042,-4.6644335,-2.9284704
1979-02-14 12:00:00,57083.457,286.6735,295.89258,-5.4436975,-2.8290567
1979-02-14 18:00:00,56951.098,286.2715,295.25058,-5.709263,-5.106692
1979-02-15 00:00:00,57092.45,285.6795,295.35605,-6.651895,-5.7937646
1979-02-15 06:00:00,56971.66,285.85898,295.27798,-6.91742,-5.1640506
1979-02-15 12:00:00,57074.457,284.7103,294.7175,-7.4183307,-4.397446
1979-02-15 18:00:00,56981.94,283.5831,294.5994,-6.365792,-3.3486621
1979-02-16 00:00:00,57128.426,283.91037,294.8132,-5.338262,-3.7306125
1979-02-16 06:00:00,56965.23,284.28433,294.9832,-5.60132,-3.2418735
1979-02-16 12:00:00,57115.582,286.535,294.8635,-4.461965,-2.105074
1979-02-16 18:00:00,56996.074,286.29666,294.2879,-3.968744,-1.8892317
1979-02-17 00:00:00,57111.723,286.71487,294.22858,-4.244425,-0.99206066
1979-02-17 06:00:00,56972.94,286.9313,294.63855,-3.9395196,-0.94860977
1979-02-17 12:00:00,57168.26,286.90573,294.8025,-4.7532234,-1.4985684
1979-02-17 18:00:00,57087.31,286.37424,294.76962,-5.8958435,-0.8606618
1979-02-18 00:00:00,57232.51,286.96057,295.24765,-6.0893493,1.0131989
1979-02-18 06:00:00,57095.016,287.5611,295.90613,-4.816336,0.90282583
1979-02-18 12:00:00,57228.656,288.19818,295.93784,-4.0929656,1.5011319
1979-02-18 18:00:00,57089.88,288.42722,296.08252,-3.54632,-0.033124257
1979-02-19 00:00:00,57209.387,289.00174,296.29095,-1.8303114,1.7568797
1979-02-19 06:00:00,57062.895,289.78745,296.64218,1.6611046,2.4876635
1979-02-19 12:00:00,57242.793,290.3425,296.30698,0.873612,1.652811
1979-02-19 18:00:00,57084.74,290.64743,295.8743,-1.7550341,3.113
1979-02-20 00:00:00,57175.973,291.2715,296.51553,0.1399131,6.357721
1979-02-20 06:00:00,57053.895,291.7811,297.19672,0.58508223,7.2076335
1979-02-20 12:00:00,57299.33,292.26797,297.17484,0.002046163,8.646799
1979-02-20 18:00:00,57196.53,292.6521,297.07065,1.1090384,8.711804
1979-02-21 00:00:00,57372.574,293.08127,297.49496,2.026417,9.438788
1979-02-21 06:00:00,57229.938,293.63474,297.82034,1.3173834,10.472546
1979-02-21 12:00:00,57425.26,294.17886,297.81766,1.5547339,10.229383
1979-02-21 18:00:00,57350.73,293.84424,297.56638,2.4191754,9.357623
1979-02-22 00:00:00,57498.5,294.0602,297.54434,2.8804388,9.414191
1979-02-22 06:00:00,57335.31,294.18527,297.89227,2.5520232,9.366113
1979-02-22 12:00:00,57535.77,294.90683,297.79285,1.972196,9.286866
1979-02-22 18:00:00,57443.25,295.08713,297.5311,2.8683205,7.7198243
1979-02-23 00:00:00,57551.188,293.84744,297.5947,3.381089,6.937153
1979-02-23 06:00:00,57358.438,293.9039,297.63333,2.4374528,6.862585
1979-02-23 12:00:00,57501.074,294.409,297.3666,2.0813427,6.9357605
1979-02-23 18:00:00,57381.566,294.8374,297.21518,2.032841,6.5188775
1979-02-24 00:00:00,57452.25,294.6051,297.4268,2.566408,7.195587
1979-02-24 06:00:00,57316.03,294.04236,297.60458,2.6161265,7.099712
1979-02-24 12:00:00,57422.688,293.74106,297.40884,1.2500764,6.977818
1979-02-24 18:00:00,57316.035,293.5673,297.18423,1.6269679,6.868279
1979-02-25 00:00:00,57436.824,294.24536,297.3362,2.1273847,6.021397
1979-02-25 06:00:00,57316.035,293.61032,297.4641,0.037196357,3.5167568
1979-02-25 12:00:00,57475.375,292.15222,296.7804,-1.2551981,0.13347149
1979-02-25 18:00:00,57375.145,290.48465,294.89688,-5.7343163,-7.863735
1979-02-26 00:00:00,57511.355,290.03555,294.59796,-7.2018447,-7.921389
1979-02-26 06:00:00,57326.316,288.83282,294.32513,-8.244947,-7.1714478
1979-02-26 12:00:00,57465.094,287.68903,295.40073,-9.182841,-3.4551814
1979-02-26 18:00:00,57303.188,286.81155,295.68094,-8.284733,-2.414615
1979-02-27 00:00:00,57371.293,286.69748,295.92392,-8.302321,-2.3293893
1979-02-27 06:00:00,57246.645,288.09055,295.9485,-8.113708,-0.8492171
1979-02-27 12:00:00,57357.156,288.0061,295.6846,-8.226819,-3.4161823
1979-02-27 18:00:00,57294.19,287.4689,295.01236,-9.3570595,-3.5904782
1979-02-28 00:00:00,57413.7,286.16354,294.9133,-9.551078,-4.992782
1979-02-28 06:00:00,57326.316,285.9467,294.65637,-9.899297,-6.3308716
1979-02-28 12:00:00,57453.53,286.34824,294.5422,-10.545723,-5.2074943
1979-02-28 18:00:00,57377.72,286.10748,294.54825,-10.630858,-4.8400216
1979-03-01 00:00:00,57498.5,285.26212,294.3055,-11.036946,-5.722154
1979-03-01 06:00:00,57354.582,285.66855,294.6408,-11.437104,-4.425595
1979-03-01 12:00:00,57456.105,285.3238,294.95044,-11.064889,-2.9063604
1979-03-01 18:00:00,57352.016,285.47568,295.23166,-10.451392,-0.8451105
1979-03-02 00:00:00,57444.535,286.1517,295.87045,-7.9780936,0.62552303
1979-03-02 06:00:00,57341.734,288.39633,296.33865,-6.0895944,0.7580104
1979-03-02 12:00:00,57426.543,286.55576,296.2695,-5.4412255,0.27497402
1979-03-02 18:00:00,57214.52,286.52896,295.35437,-5.511062,-4.8360076
1979-03-03 00:00:00,57271.062,287.12988,293.9263,-6.969166,-6.9818726
1979-03-03 06:00:00,57141.28,286.89926,294.23923,-6.691738,-6.976971
1979-03-03 12:00:00,57235.082,286.2106,294.2963,-7.958053,-2.6520178
1979-03-03 18:00:00,57122.004,285.7006,294.71347,-7.997907,-0.54348046
1979-03-04 00:00:00,57224.8,286.61786,295.05612,-9.348134,-1.2695857
1979-03-04 06:00:00,57091.168,287.5148,295.45764,-9.7398405,2.1139145
1979-03-04 12:00:00,57120.72,286.04413,296.53018,-7.2997336,2.8452384
1979-03-04 18:00:00,56939.53,286.72388,296.49423,-5.806769,2.7826455
1979-03-05 00:00:00,57089.875,286.8964,296.68198,-5.0927463,3.397066
1979-03-05 06:00:00,56990.938,286.95853,296.80612,-5.147181,0.5747344
1979-03-05 12:00:00,57070.605,287.01538,296.3135,-7.209931,0.36847445
1979-03-05 18:00:00,56962.668,286.77463,296.17435,-7.4492316,0.5780135
1979-03-06 00:00:00,57005.074,287.33817,296.6343,-6.653832,3.3949077
1979-03-06 06:00:00,56868.863,288.94977,297.12256,-4.6440706,4.1035666
1979-03-06 12:00:00,57028.2,289.92188,296.91678,-5.267474,4.421575
1979-03-06 18:00:00,56906.125,290.1659,296.82858,-3.9041157,5.279678
1979-03-07 00:00:00,57005.074,290.79037,297.34753,-2.1309404,4.737913
1979-03-07 06:00:00,56943.39,291.62683,297.58047,-2.2851036,4.91637
1979-03-07 12:00:00,57237.652,291.7588,297.46292,-3.30941,5.900677
1979-03-07 18:00:00,57166.973,291.54236,297.37048,-2.6031184,6.769972
1979-03-08 00:00:00,57371.285,291.65283,297.58994,-2.3660414,7.698565
1979-03-08 06:00:00,57273.63,292.72354,297.93576,-0.7507684,9.00769
1979-03-08 12:00:00,57480.516,293.27698,297.5859,-0.55131596,8.130196
1979-03-08 18:00:00,57299.332,292.8705,297.3804,-0.4765555,7.6687756
1979-03-09 00:00:00,57512.637,293.2051,297.6517,-1.18556,7.908367
1979-03-09 06:00:00,57372.574,294.26895,297.94943,0.11342431,8.5151205
1979-03-09 12:00:00,57489.51,294.04236,297.8309,0.93231994,8.391907
1979-03-09 18:00:00,57326.312,293.39557,297.65607,1.6378546,9.110949
1979-03-10 00:00:00,57418.832,294.06592,298.05112,2.9138517,7.433836
1979-03-10 06:00:00,57262.066,294.73343,298.18723,1.6391053,7.584635
1979-03-10 12:00:00,57457.387,294.29776,298.00342,-0.14195117,8.006694
1979-03-10 18:00:00,57282.625,294.24826,297.98682,0.5967476,7.6234126
1979-03-11 00:00:00,57376.426,294.65512,298.22318,0.82222074,6.5148163
1979-03-11 06:00:00,57184.97,295.08145,298.3495,-0.15382256,6.9704957
1979-03-11 12:00:00,57363.58,295.09805,298.1852,-0.7475551,7.242853
1979-03-11 18:00:00,57214.52,294.58157,297.95187,-0.9165664,7.048065
1979-03-12 00:00:00,57312.176,293.09143,298.19897,-1.0157827,6.8013835
1979-03-12 06:00:00,57134.855,292.67282,298.3049,-1.3654901,6.886866
1979-03-12 12:00:00,57301.902,293.32288,298.11984,-1.9104534,7.217713
1979-03-12 18:00:00,57233.797,292.31064,298.0264,-1.6367277,6.666142
1979-03-13 00:00:00,57280.05,291.24683,298.0305,-1.4513599,5.902031
1979-03-13 06:00:00,57197.816,292.69028,298.26785,-3.0527668,7.134379
1979-03-13 12:00:00,57450.957,292.1628,298.28397,-2.0363965,6.4303436
1979-03-13 18:00:00,57260.78,291.60574,298.14038,-0.72599345,5.5864396
1979-03-14 00:00:00,57441.965,290.27835,296.86533,-0.85454863,-1.382111
1979-03-14 06:00:00,57285.2,290.19186,294.2844,-5.708338,-8.103314
1979-03-14 12:00:00,57490.793,290.19022,295.27127,-7.1711,-5.1162376
1979-03-14 18:00:00,57313.47,290.0485,296.8114,-6.9864974,-1.7772785
1979-03-15 00:00:00,57450.957,289.3367,297.6122,-6.392216,0.48949197
1979-03-15 06:00:00,57298.047,290.18777,297.9801,-2.2479475,2.7815921
1979-03-15 12:00:00,57439.395,290.78308,298.03452,-2.5783272,3.9344711
1979-03-15 18:00:00,57273.63,291.45834,297.77667,-1.6075144,3.6312134
1979-03-16 00:00:00,57346.875,291.5992,297.95792,-1.2498668,4.668772
1979-03-16 06:00:00,57220.95,292.41165,298.16904,-0.66360265,4.9042726
1979-03-16 12:00:00,57340.45,291.35886,298.0215,-1.0229343,2.8605015
1979-03-16 18:00:00,57193.965,290.03598,297.60904,-1.428809,1.7124587
1979-03-17 00:00:00,57354.582,290.03757,297.6588,-1.9061085,0.8840534
1979-03-17 06:00:00,57224.8,290.29294,298.20657,-1.597288,2.1259532
1979-03-17 12:00:00,57404.7,290.59625,298.0336,-2.2602222,0.9123005
1979-03-17 18:00:00,57224.8,288.63266,297.52405,-4.7860713,2.491069
1979-03-18 00:00:00,57380.28,288.644,297.9263,-4.364345,3.4596148
1979-03-18 06:00:00,57277.49,289.79636,298.27173,-4.2149377,3.6519787
1979-03-18 12:00:00,57448.387,289.9803,298.3133,-3.4091995,3.3345401
1979-03-18 18:00:00,57343.02,290.62103,298.17557,-3.4742534,3.8522341
1979-03-19 00:00:00,57511.355,290.2759,298.46628,-2.7152262,5.2807655
1979-03-19 06:00:00,57370.01,292.12375,298.67465,-0.8809224,5.440861
1979-03-19 12:00:00,57498.5,292.15625,298.50323,-0.7002484,4.0155854
1979-03-19 18:00:00,57354.582,291.332,298.22586,0.12440336,3.8197231
1979-03-20 00:00:00,57421.406,289.64536,296.84073,1.3878368,-0.5581992
1979-03-20 06:00:00,57272.344,289.88977,296.25943,-1.4039055,-5.8591022
1979-03-20 12:00:00,57400.844,289.69205,295.80313,-4.5627007,-5.1282516
1979-03-20 18:00:00,57251.785,289.7809,295.983,-6.196281,-4.858872
1979-03-21 00:00:00,57407.27,290.22595,297.0201,-6.023047,-1.1852355
1979-03-21 06:00:00,57263.355,289.67697,297.7185,-5.844364,-0.45881844
1979-03-21 12:00:00,57407.27,289.0261,297.9977,-6.6422443,2.1343794
1979-03-21 18:00:00,57271.062,290.19955,298.1154,-5.880932,3.782014
1979-03-22 00:00:00,57372.574,290.61215,298.48807,-3.4720173,5.1015477
1979-03-22 06:00:00,57277.484,291.47537,298.7717,-0.46813646,5.2378545
1979-03-22 12:00:00,57384.137,290.91705,298.2473,1.4965191,1.7530097
1979-03-22 18:00:00,57258.207,289.70627,296.68518,-1.2505134,-4.6657243
1979-03-23 00:00:00,57376.426,290.06195,297.00705,-6.1876426,-3.3530548
1979-03-23 06:00:00,57237.656,290.21783,297.56964,-6.900107,-2.355033
1979-03-23 12:00:00,57429.113,289.72452,297.24063,-8.017193,-1.7613602
1979-03-23 18:00:00,57313.465,289.20438,296.83905,-8.593514,-3.1181602
1979-03-24 00:00:00,57467.668,289.12192,296.4508,-8.849946,-6.1801515
1979-03-24 06:00:00,57346.875,289.1248,296.1008,-8.888143,-5.413746
1979-03-24 12:00:00,57502.355,288.61966,296.61084,-9.856967,-2.3373168
1979-03-24 18:00:00,57339.168,288.57214,297.37082,-8.019747,-1.2019325
1979-03-25 00:00:00,57504.926,289.19055,297.9257,-5.469961,2.6170578
1979-03-25 06:00:00,57386.707,290.2057,298.0826,-3.5167935,4.7045627
1979-03-25 12:00:00,57587.168,290.61984,298.0122,-2.1584203,3.3973436
1979-03-25 18:00:00,57452.24,290.74286,297.7543,-1.3036424,2.791664
1979-03-26 00:00:00,57627.0,290.09848,298.04843,-0.5567303,2.1018074
1979-03-26 06:00:00,57476.656,290.40384,298.2096,-0.6404601,-1.2232579
1979-03-26 12:00:00,57687.395,291.24673,297.06622,-3.0140526,-4.173993
1979-03-26 18:00:00,57549.906,290.96335,297.00177,-4.0846095,-3.183384
1979-03-27 00:00:00,57687.395,291.2585,297.76144,-3.9504611,0.16270429
1979-03-27 06:00:00,57493.36,291.24313,298.17258,-3.3170977,3.1222913
1979-03-27 12:00:00,57677.113,292.83276,297.99594,-2.7993507,4.228449
